"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.32281647546837","4.08757708399392","3.85674756612342","-0.961873529178121","2.4849591821984","-2.39133267789056","-4.31815142066722","-1.7493631261117","5.27525814736678","-0.585808960625712","-0.918128746674583","1.54201992423819","-4.02394065625924","-7.0034966392458","-5.74649736267519","","","","","","","","",
"Afghanistan","AFG","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.34315003917966","-3.36111089279191","6.95447381762206","2.20061298899059","10.6491838270542","1.04048908467216","17.9510890030022","5.42596784813203","2.87964757006259","10.7502522104152","0.512509234208665","-0.526844937299515","-1.62829813477747","-0.349412121327802","0.071666099422913",
"Angola","AGO","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-7.6534390518367","-3.52372681054243","0.534102177139076","2.43385348142813","0.26378614146148","-0.039672030425308","1.32504847635941","3.40330422185124","-2.60818920092758","-6.18049537473692","-2.08183704048166","-8.85081649667472","-26.452638607654","-1.86429214720587","11.5530369816048","10.3482217570662","4.38288747791893","1.88663052256813","-0.672253717526246","-0.0240411216675085","0.878294114303642","9.85336297840817","0.931398415034806","6.36805313193416","16.6599020470781","14.8204666349416","18.8757967630239","9.83269741949526","-1.17559720314499","-0.175344167877711","0.230111585768","1.49964817167829","3.13507864857689","1.11747053135906","-0.471271612922308","-4.09805583322894","-2.56103446317685",
"Albania","ALB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","3.64864854696174","0.795840071464582","-1.01680217240643","-3.30749720294641","-0.290595347809258","3.61465554380219","-2.74949637957364","-3.26252233364258","6.92361728372855","-11.1879052985211","-29.1632714937896","-6.63551868480839","10.2707861269954","8.96687738965227","14.0020242198048","9.78018045411709","-10.278461363455","9.69704598752166","14.2223169168867","7.34863862991841","8.95808771575206","4.54440573481823","6.16998247012415","6.15227448678199","6.26327558741018","6.09829160875834","6.70333782581854","4.5601179154127","4.05144940281623","4.22621899396896","2.82640997864489","1.58760205940773","1.18596909575228","1.98530781640069","2.5168528078686","3.51753123242216","3.93691288276953",
"Andorra","AND","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","-0.603684764691963","2.78890725216741","2.67240932351494","1.01049023194102","-3.33802602029948","-0.181175650466429","-0.280692814867152","-1.44221540552351","-3.06444898925623","-1.33076003498745","-3.94874555214277","-2.93137260946317","-2.59533589819418","-2.59835172795273","-2.02378656786776","-1.00182403610582","1.32567293379257","0.970487690399651","0.801682524889074","-0.14261468196311","-1.36612958050661","-2.87054457996793","-4.41262289346227","-0.403571697636579","0.869722420740217","3.82047713638481","9.12362433712761","3.49242735453457","3.73035953120058","1.91345185341861","1.5178447071707","2.3549886357867","7.3666565461149","3.32467350857601","3.82511760495885","1.79487302846965","-2.00717757799602","-9.87404494462545","-4.37595479585616","-5.344256801575","-3.85184552026108","-0.0397440046016158","2.39251434801653","4.29811376203568","2.40497717507311","2.85552917145593","2.29146375207033",
"Arab World","ARB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","12.3230923522467","5.03591369979837","-4.02712772549336","7.98067062179295","5.65575967525103","-0.532145096738759","-11.7967560610783","-9.40488597191343","-1.95298540067492","-5.04918008313305","1.42835086242756","-3.46237465604158","2.63300651666225","-0.678365995983029","9.13997262408368","-1.14466845413133","2.92447674206112","0.537370254319697","0.64814166990476","-0.303072626180025","2.18219089112853","1.97928671232268","2.96797807810367","-0.236822864535796","3.17918211291286","-0.486386473476884","-1.47037977671235","3.07717067400726","6.95214531035498","3.34813155906039","4.01465743611564","2.05126727012168","3.23646549934595","-1.93586806533233","2.29148140458959","1.22782550956477","4.29123714892856","0.866009637832292","0.262691673462825","1.13528366576823","0.939867799846496","-0.770408386945419",
"United Arab Emirates","ARE","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","-0.155603807692302","5.01609317566508","-13.6151902430069","8.25024813848488","13.1384793951082","-2.67191433828287","-12.1022588574286","-9.57405653722954","-1.14398498085808","-8.62414791802667","-19.6466459344787","-2.48025950384792","-8.21359700897274","5.92826311305529","11.7040828978637","-4.76404774687946","-2.43054579810232","-4.27875708089761","1.32885790148407","1.45400134654379","0.769829808187254","3.02172166525077","-4.58930475314187","-2.26386549842887","4.99325287457764","-3.81736906340578","-2.8587344031189","1.97639571301622","0.292826708319538","-6.40140209789303","-4.04354345480911","-10.5079617431646","-9.53391025052916","-14.7863096970001","-5.82071917354054","1.97625091813465","1.80833577860795","3.81912753497551","3.65515437273002","4.10711094830847","1.70730974901289","-0.609202845328042",
"Argentina","ARG","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","3.74727298624845","-2.41045373503677","-6.77162563576037","8.4643972014256","8.93465891518839","-2.08931231286356","1.73649026544156","3.33958722693566","8.07791876619788","1.46782761694514","3.95234628370137","-0.0795824697891021","1.0565679232636","3.759641824374","-1.64865751932794","-3.53615871634896","5.337159335316","-5.90355955067864","8.60316428295522","2.59035422504188","-7.13499770897123","-6.43432898283169","2.25023825298045","0.619319826331434","-9.00951313863089","6.23805756023621","1.36853797962999","-3.99437479161685","-8.83813238546554","-3.78911567536549","11.0941529862076","10.4066624843861","4.49186597479772","4.46663129047258","-4.05760067538039","4.26087062376475","6.8611433276325","2.68214197035334","-4.45704657689522","-1.88501051746583","-5.46511390595744","-11.8771804942886","7.64379418460412","7.84910614558494","7.69268851986895","6.91802708554957","7.88585198132516","2.99516742225612","-6.88014857518392","8.99143795986308","4.90212524432248","-2.0605746367528","1.33845293358164","-3.51419598172089","1.69894482424465","-2.78459211069379","1.87966121607326",
"Armenia","ARM","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10.8708692009452","-40.7444504395033","-6.63838040028382","7.94982992728708","9.10349251054838","7.50697165135519","4.47954333579143","8.14226462489384","3.95768531293234","6.57029552359336","10.2365728278134","13.8114951299476","14.6488627804359","11.100840751846","14.6048765222304","14.0688074235403","14.7359661713183","7.81291869423031","-13.5663979177597","2.60040878359422","4.76298935624655","6.96413130176265","2.88633717924742","3.14688234296838","2.82037882246178","-0.0694778770705824","7.29332355005754",
"American Samoa","ASM","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.155853113673416","0.288979993982721","-0.155634548070836","-3.40196078431373","3.27895429118665","-1.12271323208591","-2.86966301550646","1.50761549939469","0.868398308387057","-4.23658922397991","-2.89189361534285","0.708165713822268","1.06574254147218","-2.72800629845827","",
